Gestioni collegate complete;Att. IVA;Regime IVA;Sez.;Protocollo;Data registrazione;Numero;Data doc.;Data ricezione;Fornitore;Tipo doc.;Totale documento;Netto a pagare;Ritenuta;Valuta;Causale;Allegati
Si;1;Normale;1;72;09-02-2026;142;31-01-2026;09-02-2026;SAPIA PRATESI & PARTNERS S.R.L.;Fattura;976,00;976,00;0,00;EUR;1;No
Si;1;Normale;1;71;09-02-2026;2026/00/0005124;30-01-2026;09-02-2026;J DENTAL CARE SRL;Fattura differita art.21, c.4 lett. a);69,68;69,68;0,00;EUR;202;No
Si;1;Normale;1;70;09-02-2026;2026/00/0005123;30-01-2026;09-02-2026;J DENTAL CARE SRL;Fattura differita art.21, c.4 lett. a);3.658,89;3.658,89;0,00;EUR;202;No
Si;1;Normale;1;69;07-02-2026;1/2026-2026;06-02-2026;07-02-2026;EDOARDO PAGLIOLI;Fattura;3.175,85;0,00;0,00;EUR;252;No
Si;1;Normale;1;68;07-02-2026;2;13-01-2026;15-01-2026;MALVEDA MEL BRENIX;Fattura;602,00;602,00;0,00;EUR;252;No
Si;1;Normale;1;67;07-02-2026;4109619612;06-02-2026;07-02-2026;HENRY SCHEIN KRUGG S.R.L;Fattura;28,09;28,09;0,00;EUR;1;No
Si;1;Normale;1;66;06-02-2026;2;06-02-2026;06-02-2026;ASSOCIAZIONE AMICI DI ZONA NOVE;Nota di credito;671,00;671,00;0,00;EUR;3;No
Si;1;Normale;1;65;06-02-2026;2Mi2026;05-02-2026;06-02-2026;ELSHERIF MOHAMED FATHY ISMAIL;Fattura;1.440,51;1.440,51;0,00;EUR;252;No
Si;1;Normale;1;64;05-02-2026;2;05-02-2026;05-02-2026;ANDOLINA ALESSIA;Fattura;2.098,81;0,00;0,00;EUR;252;No
Si;1;Normale;1;63;05-02-2026;8;05-02-2026;05-02-2026;PORCARI SERENA;Fattura;7.922,00;6.337,60;1.584,40;EUR;1;No
Si;1;Normale;1;62;05-02-2026;4109617543;04-02-2026;05-02-2026;HENRY SCHEIN KRUGG S.R.L;Fattura;929,30;929,30;0,00;EUR;202;No
Si;1;Normale;1;61;05-02-2026;2026/0000160/00;31-01-2026;05-02-2026;CRISTAL GROUP SRL;Fattura;689,00;689,00;0,00;EUR;349;Si
Si;1;Normale;1;60;04-02-2026;VED/303;30-01-2026;04-02-2026;WISIL LAB MILANO SRL;Fattura differita art.21, c.4 lett. a);100,00;100,00;0,00;EUR;202;No
Si;1;Normale;1;59;03-02-2026;68/2026;02-02-2026;03-02-2026;CONFIDENT COMMERCIALE HOLDING S.P.A. SOCIETA' BENEFIT;Fattura;1.671,33;1.671,33;0,00;EUR;1;Si
Si;1;Normale;1;58;03-02-2026;26500000038;31-01-2026;03-02-2026;AZIENDA FARMACIE MILANESI SPA;Fattura differita art.21, c.4 lett. a);68,18;68,18;0,00;EUR;202;Si
Si;1;Normale;1;57;03-02-2026;26500000012;31-01-2026;03-02-2026;AZIENDA FARMACIE MILANESI SPA;Fattura differita art.21, c.4 lett. a);59,51;59,51;0,00;EUR;202;Si
Si;1;Normale;1;56;03-02-2026;C1AV20004102;31-01-2026;03-02-2026;COMPASS BANCA SPA;Fattura differita art.21, c.4 lett. a);1.009,24;0,00;0,00;EUR;1;Si
Si;1;Normale;1;55;02-02-2026;57/2026;02-02-2026;02-02-2026;CONFIDENT COMMERCIALE HOLDING S.P.A. SOCIETA' BENEFIT;Fattura;7.540,38;7.540,38;0,00;EUR;1;Si
Si;1;Normale;1;54;01-02-2026;95;01-02-2026;01-02-2026;MARANAN ATHENA MAE;Fattura;853,40;0,00;0,00;EUR;252;No
Si;1;Normale;1;53;01-02-2026;9590684571;31-01-2026;01-02-2026;INVISALIGN S.R.L.;Fattura differita art.21, c.4 lett. a);2,08;2,08;0,00;EUR;202;No
Si;1;Normale;1;52;01-02-2026;9590683104;31-01-2026;01-02-2026;INVISALIGN S.R.L.;Fattura differita art.21, c.4 lett. a);4,16;4,16;0,00;EUR;202;No
Si;1;Normale;1;51;01-02-2026;C1AV20001605;31-01-2026;01-02-2026;COMPASS BANCA SPA;Fattura differita art.21, c.4 lett. a);2.867,90;2.867,90;0,00;EUR;1;Si
Si;1;Normale;1;50;01-02-2026;0803247052;31-01-2026;01-02-2026;LYRECO ITALIA SRL;Fattura differita art.21, c.4 lett. a);162,04;162,04;0,00;EUR;202;Si
Si;1;Normale;1;49;31-01-2026;6598031396;30-01-2026;31-01-2026;INVISALIGN S.R.L.;Nota di credito;1.488,24;1.488,24;0,00;EUR;3;No
Si;1;Normale;1;48;31-01-2026;6001018823;29-01-2026;31-01-2026;BLU SERVICE SRL;Fattura;68,69;68,69;0,00;EUR;1;No
Si;1;Normale;1;47;30-01-2026;5/001;30-01-2026;30-01-2026;TIBICHI EDWIN FLAVIUS;Fattura;2.257,12;2.257,12;0,00;EUR;252;No
Si;1;Normale;1;46;30-01-2026;7599018778;30-01-2026;30-01-2026;INVISALIGN S.R.L.;Nota di debito;1.488,24;1.488,24;0,00;EUR;4;No
Si;1;Normale;1;45;30-01-2026;7;30-01-2026;30-01-2026;FARANDA ROSARIO;Fattura;169,41;135,93;33,48;EUR;1;No
Si;1;Normale;1;44;30-01-2026;3;30-01-2026;30-01-2026;FARANDA ROSARIO;Fattura;1.137,55;910,44;227,11;EUR;1;No
Si;1;Normale;1;43;30-01-2026;9060008341;30-01-2026;30-01-2026;STRAUMANN ITALIA SRL;Fattura;918,68;918,68;0,00;EUR;202;No
Si;1;Normale;1;42;30-01-2026;3/A;27-01-2026;30-01-2026;GIGANTI ALESSANDRA;Fattura;1.312,95;1.312,95;0,00;EUR;252;No
Si;1;Normale;1;41;30-01-2026;17;20-01-2026;30-01-2026;R.D.R. DENTAL S.A.S. DI BABOLIN DANILO E VANZULLI RAFFAELE;Fattura;2.417,00;0,00;0,00;EUR;1;No
Si;1;Normale;1;40;29-01-2026;6/001;29-01-2026;29-01-2026;LAZZARI GIUSEPPE;Fattura;1.220,00;1.020,00;200,00;EUR;1;No
Si;1;Normale;1;39;29-01-2026;5/001;29-01-2026;29-01-2026;LAZZARI GIUSEPPE;Fattura;5.051,01;4.040,81;1.010,20;EUR;1;No
Si;1;Normale;1;38;29-01-2026;5;29-01-2026;29-01-2026;INFINITY SRL;Fattura;244,00;244,00;0,00;EUR;1;No
Si;1;Normale;1;37;28-01-2026;10;28-01-2026;28-01-2026;D'ANNA FRANCESCO;Fattura;2.571,89;2.571,89;0,00;EUR;252;No
Si;1;Normale;1;36;28-01-2026;2;28-01-2026;28-01-2026;PROVENZANO PASQUALE;Fattura;1.305,63;1.044,50;261,13;EUR;1;No
Si;1;Normale;1;35;26-01-2026;12;26-01-2026;26-01-2026;ASSOCIAZIONE AMICI DI ZONA NOVE;Fattura;671,00;671,00;0,00;EUR;1;No
Si;1;Normale;1;34;26-01-2026;7;19-01-2026;26-01-2026;ODONTOCAP S.R.L.;Fattura;4.840,00;0,00;0,00;EUR;1;No
Si;1;Normale;1;33;23-01-2026;FAD-2026-321;15-01-2026;23-01-2026;ITES COM S.R.L.;Fattura differita art.21, c.4 lett. a);873,63;873,63;0,00;EUR;1;No
Si;1;Normale;1;32;21-01-2026;V012600378395;20-01-2026;21-01-2026;SORGENIA S.P.A;Fattura;672,44;672,44;0,00;EUR;1;Si
Si;1;Normale;1;31;19-01-2026;9590669546;19-01-2026;19-01-2026;INVISALIGN S.R.L.;Fattura;196,56;196,56;0,00;EUR;1;No
Si;1;Normale;1;30;19-01-2026;44/2026;19-01-2026;19-01-2026;CONFIDENT COMMERCIALE HOLDING S.P.A. SOCIETA' BENEFIT;Fattura;2.898,65;2.898,65;0,00;EUR;1;Si
Si;1;Normale;1;29;17-01-2026;FPR 2/26;15-01-2026;17-01-2026;GARBELLINI SARA;Nota di credito;3.824,82;3.824,82;0,00;EUR;3;Si
Si;1;Normale;1;28;17-01-2026;FPR 1/26;15-01-2026;17-01-2026;GARBELLINI SARA;Nota di credito;5.116,84;5.116,84;0,00;EUR;3;Si
Si;1;Normale;1;27;17-01-2026;28/2026;14-01-2026;17-01-2026;CONFIDENT COMMERCIALE HOLDING S.P.A. SOCIETA' BENEFIT;Fattura;822,00;822,00;0,00;EUR;1;Si
Si;1;Normale;1;26;16-01-2026;FPR 3/26;15-01-2026;16-01-2026;GARBELLINI SARA;Nota di credito;1.810,69;1.810,69;0,00;EUR;3;Si
Si;1;Normale;1;25;16-01-2026;29/2026;14-01-2026;16-01-2026;CONFIDENT COMMERCIALE HOLDING S.P.A. SOCIETA' BENEFIT;Fattura;820,18;820,18;0,00;EUR;1;Si
Si;1;Normale;1;24;15-01-2026;AS00087060;15-01-2026;15-01-2026;FASTWEB SPA;Fattura;231,80;231,80;0,00;EUR;1;No
Si;1;Normale;1;23;15-01-2026;1;14-01-2026;15-01-2026;FRIGNATI LUCA MARIA VITTORIO;Fattura;800,00;640,00;160,00;EUR;1;No
Si;1;Normale;1;22;15-01-2026;4;14-01-2026;15-01-2026;PORCARI SERENA;Fattura;5.541,00;4.432,80;1.108,20;EUR;1;No
Si;1;Normale;1;21;15-01-2026;3901000542;14-01-2026;15-01-2026;DEUTSCHE BANK S.P.A.;Fattura;445,35;445,35;0,00;EUR;1;No
Si;1;Normale;1;20;14-01-2026;1;13-01-2026;14-01-2026;ANDOLINA ALESSIA;Fattura;1.363,46;0,00;0,00;EUR;252;No
Si;1;Normale;1;19;14-01-2026;139228;13-01-2026;14-01-2026;EDENRED ITALIA SRL;Fattura;350,72;350,72;0,00;EUR;1;No
Si;1;Normale;1;18;14-01-2026;4109602110;13-01-2026;14-01-2026;HENRY SCHEIN KRUGG S.R.L;Fattura;28,09;28,09;0,00;EUR;202;No
Si;1;Normale;1;17;12-01-2026;30;05-01-2026;12-01-2026;SAPIA PRATESI & PARTNERS S.R.L.;Fattura;1.157,78;1.157,78;0,00;EUR;1;No
Si;1;Normale;1;16;11-01-2026;1Mi2026;11-01-2026;11-01-2026;ELSHERIF MOHAMED FATHY ISMAIL;Fattura;1.042,67;1.042,67;0,00;EUR;252;No
Si;1;Normale;1;15;10-01-2026;4109600424;09-01-2026;10-01-2026;HENRY SCHEIN KRUGG S.R.L;Fattura;1.667,74;1.667,74;0,00;EUR;202;No
Si;1;Normale;1;14;09-01-2026;1000263000267295;08-01-2026;09-01-2026;ARUBA S.P.A.;Fattura;12,08;0,00;0,00;EUR;1;No
Si;1;Normale;1;13;09-01-2026;7/A;31-12-2025;09-01-2026;GIGANTI ALESSANDRA;Fattura;1.355,22;1.355,22;0,00;EUR;252;No
Si;1;Normale;1;12;07-01-2026;2025/0003751/00;31-12-2025;07-01-2026;CRISTAL GROUP SRL;Fattura;611,00;611,00;0,00;EUR;349;Si
Si;1;Normale;1;11;05-01-2026;9590662321;05-01-2026;05-01-2026;INVISALIGN S.R.L.;Fattura;1.488,24;1.488,24;0,00;EUR;1;No
Si;1;Normale;1;10;05-01-2026;25500001556;31-12-2025;05-01-2026;AZIENDA FARMACIE MILANESI SPA;Fattura differita art.21, c.4 lett. a);48,31;48,31;0,00;EUR;202;Si
Si;1;Normale;1;9;05-01-2026;25500001534;31-12-2025;05-01-2026;AZIENDA FARMACIE MILANESI SPA;Fattura differita art.21, c.4 lett. a);30,59;30,59;0,00;EUR;202;Si
Si;1;Normale;1;8;02-01-2026;7;02-01-2026;02-01-2026;D'ANNA FRANCESCO;Fattura;5.377,93;5.377,93;0,00;EUR;252;No
Si;1;Normale;1;7;02-01-2026;3;02-01-2026;02-01-2026;D'ANNA FRANCESCO;Fattura;6.598,11;6.598,11;0,00;EUR;252;No
Si;1;Normale;1;6;02-01-2026;2;02-01-2026;02-01-2026;D'ANNA FRANCESCO;Fattura;1.564,35;1.564,35;0,00;EUR;252;No
Si;1;Normale;1;5;02-01-2026;7//2025;02-01-2026;02-01-2026;CONFIDENT COMMERCIALE HOLDING S.P.A. SOCIETA' BENEFIT;Fattura;2.829,58;2.829,58;0,00;EUR;1;Si
Si;1;Normale;1;4;02-01-2026;9590659434;31-12-2025;02-01-2026;INVISALIGN S.R.L.;Fattura differita art.21, c.4 lett. a);2,08;2,08;0,00;EUR;202;No
Si;1;Normale;1;3;01-01-2026;C1AV20132128;31-12-2025;01-01-2026;COMPASS BANCA SPA;Fattura;34,23;34,23;0,00;EUR;1;No
Si;1;Normale;1;2;01-01-2026;C1AV20126132;31-12-2025;01-01-2026;COMPASS BANCA SPA;Fattura differita art.21, c.4 lett. a);746,75;0,00;0,00;EUR;1;Si
Si;1;Normale;1;1;01-01-2026;C1AV20123555;31-12-2025;01-01-2026;COMPASS BANCA SPA;Fattura differita art.21, c.4 lett. a);899,20;899,20;0,00;EUR;1;Si
